candidate_id,final_score
CAND_0079387,0.765115020565861
CAND_0041669,0.745134739761890
CAND_0055905,0.741940718154709
CAND_0046525,0.736190208976644
CAND_0060054,0.727425925274454
CAND_0062247,0.722186411875594
CAND_0046064,0.714043065957742
CAND_0069905,0.712512074219098
CAND_0044222,0.711223619197987
CAND_0071974,0.709965615252583
CAND_0005649,0.696532617736887
CAND_0018722,0.686243789103549
CAND_0011687,0.683854719213169
CAND_0041610,0.678504788141721
CAND_0086151,0.664877746878960
CAND_0005260,0.663411556830466
CAND_0028793,0.657038918320324
CAND_0031593,0.654385691025198
CAND_0064326,0.652480437306997
CAND_0026532,0.651143454649583
CAND_0049896,0.651095121695290
CAND_0050876,0.646440310702737
CAND_0036184,0.646189104027585
CAND_0053695,0.645635782202871
CAND_0033179,0.645070442564076
CAND_0017960,0.643386787693164
CAND_0030953,0.634209683485142
CAND_0014440,0.634039204115511
CAND_0068811,0.633704218322304
CAND_0080766,0.630601799143052
CAND_0091909,0.624579395182454
CAND_0009024,0.619480644595839
CAND_0006538,0.615987111307926
CAND_0000031,0.614523405037950
CAND_0057563,0.613816762144606
CAND_0030348,0.613471546642221
CAND_0006567,0.613452964724442
CAND_0076251,0.611181271464577
CAND_0070398,0.609104843486961
CAND_0096142,0.608378425201145
CAND_0054394,0.607088883271711
CAND_0006557,0.607064063842155
CAND_0005538,0.605235272562989
CAND_0009691,0.602521053520460
CAND_0039383,0.597381913800796
CAND_0016170,0.589849603530315
CAND_0079064,0.587918405112734
CAND_0058575,0.587528857547339
CAND_0058688,0.585471292010692
CAND_0077285,0.583459294746373
CAND_0033861,0.582735198481855
CAND_0002025,0.582455307786990
CAND_0098846,0.579882848705422
CAND_0047721,0.577023015375758
CAND_0011327,0.574595948306714
CAND_0018499,0.574348436630799
CAND_0007411,0.568554714255831
CAND_0055992,0.566808759785650
CAND_0066999,0.565403499834309
CAND_0083307,0.565078247556413
CAND_0024466,0.557816519965648
CAND_0097176,0.556693894636730
CAND_0010257,0.555416892160540
CAND_0078002,0.554442235450078
CAND_0015528,0.553847002294678
CAND_0052328,0.552560158688191
CAND_0051292,0.552261613771346
CAND_0053591,0.551706881163536
CAND_0061175,0.551223391630252
CAND_0081846,0.550529484208528
CAND_0067643,0.548875815648486
CAND_0025882,0.548709757503199
CAND_0010685,0.543624206199149
CAND_0077337,0.543327449233574
CAND_0027691,0.543171028656773
CAND_0014683,0.542714688818188
CAND_0053605,0.542082591237011
CAND_0093912,0.541887741766739
CAND_0018925,0.541116255104625
CAND_0069248,0.539350543845359
CAND_0069638,0.538320127678879
CAND_0043228,0.537860252606703
CAND_0018549,0.535822597254619
CAND_0004402,0.535707266479994
CAND_0065878,0.533781957135498
CAND_0005509,0.531734471796725
CAND_0061257,0.530409399667082
CAND_0043958,0.528583298581625
CAND_0070525,0.527652663683478
CAND_0070485,0.527588314981492
CAND_0087630,0.526829456613002
CAND_0007412,0.525922363544396
CAND_0039754,0.524793776532706
CAND_0053527,0.524330135813415
CAND_0061265,0.522843948682376
CAND_0032271,0.521958566098426
CAND_0083879,0.520588431582989
CAND_0099401,0.520147795179884
CAND_0000422,0.519689913154412
CAND_0039308,0.519071995990915
CAND_0066376,0.518973750373975
CAND_0018013,0.516976662091512
CAND_0042029,0.516828832633948
CAND_0001930,0.515614383783246
CAND_0030031,0.514963441187538
CAND_0006418,0.513610465672854
CAND_0016163,0.513235470810531
CAND_0012837,0.511414081805049
CAND_0025640,0.509820582000803
CAND_0068932,0.508742719933402
CAND_0033911,0.508452681877753
CAND_0043860,0.507881879537035
CAND_0050454,0.506188237588121
CAND_0013393,0.505574706342088
CAND_0064130,0.505444518622231
CAND_0003977,0.505068216386640
CAND_0075249,0.501629269802580
CAND_0055139,0.497175231172441
CAND_0013536,0.497158853407814
CAND_0030550,0.496958230549289
CAND_0041568,0.496798059073484
CAND_0096104,0.495601642890504
CAND_0075439,0.494471159060913
CAND_0091534,0.494188782795451
CAND_0000981,0.493916790968028
CAND_0097472,0.492382483743982
CAND_0027801,0.490266540855300
CAND_0099806,0.488757351380064
CAND_0086022,0.486475344300571
CAND_0052335,0.486342521692510
CAND_0042100,0.486075277187592
CAND_0088025,0.486022583078953
CAND_0044262,0.485916778676503
CAND_0081686,0.485271638986064
CAND_0049978,0.484572098944158
CAND_0008049,0.483333193476223
CAND_0044883,0.478968137209801
CAND_0011432,0.478798811129916
CAND_0091580,0.478488976281535
CAND_0090300,0.476883613512008
CAND_0011162,0.476335204825375
CAND_0098454,0.476020176144959
CAND_0060315,0.475183252677258
CAND_0085851,0.474899756297534
CAND_0073007,0.474518056430445
CAND_0040117,0.474220734029988
CAND_0045862,0.473465223202953
CAND_0058412,0.472141606344085
CAND_0039838,0.471315152592787
CAND_0068012,0.471190488186883
CAND_0009516,0.471163198498727
CAND_0070202,0.468447717305301
CAND_0041611,0.467178909879565
CAND_0042506,0.466984995141200
CAND_0008425,0.465932746690566
CAND_0012888,0.465078991084372
CAND_0093883,0.464007732646868
CAND_0092706,0.463807278200145
CAND_0067866,0.463665042733448
CAND_0036437,0.463592472483949
CAND_0010770,0.462657150015179
CAND_0024147,0.462412010446572
CAND_0054123,0.461193411925989
CAND_0032089,0.459623546840195
CAND_0082291,0.456273372300013
CAND_0008517,0.455222496401791
CAND_0096172,0.454858718377878
CAND_0016678,0.454055708056832
CAND_0098952,0.453507845098448
CAND_0067535,0.452828504812742
CAND_0036863,0.451325795497920
CAND_0001218,0.451184682614394
CAND_0044855,0.450370332372865
CAND_0035879,0.450300189910648
CAND_0095528,0.449483185759392
CAND_0068351,0.446113354600250
CAND_0082489,0.445625681795175
CAND_0054703,0.444426873101425
CAND_0003756,0.443641295010751
CAND_0035764,0.443638740515407
CAND_0061339,0.443356761824680
CAND_0040887,0.443030494443927
CAND_0061479,0.441993564451029
CAND_0070333,0.441553617417543
CAND_0015967,0.440564506964121
CAND_0046526,0.440375099474088
CAND_0060340,0.440355972200118
CAND_0014858,0.439055537258860
CAND_0022852,0.438107159481582
CAND_0094056,0.437938434544688
CAND_0060257,0.436951321917362
CAND_0099751,0.436833278166627
CAND_0065786,0.434848139409839
CAND_0018653,0.433982386076040
CAND_0033987,0.433856516873163
CAND_0024620,0.432503115657609
CAND_0075574,0.431891644878626
CAND_0010541,0.431722645105610
CAND_0074123,0.430904771527958
CAND_0049538,0.430688622091999
CAND_0018888,0.430567813900850
CAND_0088438,0.429911086140670
CAND_0052682,0.428512723380900
CAND_0044890,0.428405128587140
CAND_0079176,0.427943072188770
CAND_0012957,0.427127473069522
CAND_0026640,0.426779520067771
CAND_0032955,0.426462732867327
CAND_0037160,0.426033188654438
CAND_0056262,0.425196190499154
CAND_0092278,0.424190600980813
CAND_0021706,0.424069711087057
CAND_0007009,0.423966839617694
CAND_0001494,0.423736127737387
CAND_0081778,0.423614335301894
CAND_0064331,0.423409971722841
CAND_0049771,0.423145602615402
CAND_0097896,0.421301130799260
CAND_0020877,0.421088994049360
CAND_0040200,0.420345156571726
CAND_0081053,0.419455113129680
CAND_0073620,0.418578533478500
CAND_0081321,0.416907651991532
CAND_0078508,0.416520221439660
CAND_0066798,0.415139519658901
CAND_0048558,0.414357205362378
CAND_0080372,0.411528829782858
CAND_0072232,0.411409341874820
CAND_0040178,0.410969878597904
CAND_0047327,0.410080770904465
CAND_0061655,0.409109167860314
CAND_0088378,0.408901001490628
CAND_0008295,0.408697040264904
CAND_0013613,0.408255698102764
CAND_0046924,0.408223838000351
CAND_0046132,0.407947466869137
CAND_0002120,0.407495003986537
CAND_0049540,0.407123260878883
CAND_0030827,0.406903912993112
CAND_0043304,0.406203863647084
CAND_0003609,0.405622609315041
CAND_0010655,0.404769121354663
CAND_0092255,0.404700785102514
CAND_0026716,0.404117008388220
CAND_0089552,0.404013462001681
CAND_0087316,0.403812537697584
CAND_0006833,0.403411829790286
CAND_0075491,0.402837185827161
CAND_0019288,0.402603601722450
CAND_0064256,0.401849016527058
CAND_0057529,0.401466472226132
CAND_0019480,0.401242186876585
CAND_0087766,0.401063950659387
CAND_0062772,0.400717640237153
CAND_0061156,0.400355558446165
CAND_0029367,0.399821951945976
CAND_0045250,0.399697317474087
CAND_0060303,0.399665093852075
CAND_0015578,0.398696922891243
CAND_0053472,0.398571804402371
CAND_0008239,0.398312092713773
CAND_0079284,0.397499313029582
CAND_0010149,0.397011309756486
CAND_0041402,0.396576623143488
CAND_0078492,0.396347794022524
CAND_0076995,0.395953361196206
CAND_0038099,0.395893354578145
CAND_0081852,0.395156545016910
CAND_0081709,0.395084131842566
CAND_0015493,0.394825949964077
CAND_0055960,0.393846608918114
CAND_0064904,0.393546610171196
CAND_0067322,0.393492658416134
CAND_0067717,0.393209107135143
CAND_0020991,0.392985302046883
CAND_0082973,0.392467372251476
CAND_0074326,0.392416751139022
CAND_0076163,0.391755647627340
CAND_0063097,0.391311786611033
CAND_0082913,0.391043688272417
CAND_0069773,0.390040232550069
CAND_0051615,0.389872533140103
CAND_0007596,0.389837094539940
CAND_0058300,0.389598072552976
CAND_0086028,0.389039952888083
CAND_0022720,0.388972614367778
CAND_0086062,0.388208337248628
CAND_0076904,0.388129113017721
CAND_0002037,0.387301976276016
CAND_0054829,0.387194511351534
CAND_0013988,0.386925216530066
CAND_0013665,0.386878568277702
CAND_0073883,0.386052562572716
CAND_0094165,0.384992722827378
CAND_0022023,0.384770310547099
CAND_0024878,0.384739721110951
CAND_0000273,0.383870658914811
CAND_0066309,0.383366137882985
CAND_0008202,0.383094349823004
CAND_0060072,0.382826522481294
CAND_0001151,0.382084024491486
CAND_0091890,0.381783201317123
CAND_0051630,0.381055065421546
CAND_0037566,0.380643716207075
CAND_0065195,0.380203264448148
CAND_0028527,0.380199030688599
CAND_0000666,0.379752874909562
CAND_0048166,0.379733794788744
CAND_0029135,0.379101970110426
CAND_0005311,0.378967968759114
CAND_0027663,0.378643666569896
CAND_0037980,0.378271930489062
CAND_0088049,0.377826001195347
CAND_0069771,0.377790853542717
CAND_0025046,0.377223070566962
CAND_0026362,0.376354349798216
CAND_0032515,0.375496940297017
CAND_0089470,0.375092873758500
CAND_0064270,0.374885738964052
CAND_0046278,0.373836451263197
CAND_0071880,0.373473124043586
CAND_0035315,0.373446747700687
CAND_0049615,0.373261806401054
CAND_0060835,0.372849712122591
CAND_0088354,0.372565909924895
CAND_0095042,0.372501983684047
CAND_0022812,0.372136357614452
CAND_0021827,0.371547155963748
CAND_0041696,0.371192056479505
CAND_0003841,0.370795127884399
CAND_0015582,0.370772671766050
CAND_0034148,0.370445644399158
CAND_0067403,0.370028839403799
CAND_0037000,0.370019968059277
CAND_0074225,0.369850356165573
